"sample_name","y","phat","method_name","dataset"
"subject338",0,0.043,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject344",1,0.967,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject347",1,1.058,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject350",0,0.04,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject351",1,0.902,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject359",1,1.077,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject360",1,0.941,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject363",1,0.905,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject364",0,0.041,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject366",0,0.01,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject370",0,-0.033,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject377",0,0.019,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject384",0,0.026,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject385",1,0.971,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject386",1,0.917,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject393",1,1.025,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject396",0,0.02,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject399",1,0.964,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject400",1,1,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject412",0,0.03,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject413",0,0.079,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject417",1,0.974,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject419",1,0.976,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject420",1,1.053,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject422",1,1.01,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject424",1,0.986,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject426",1,0.914,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject429",1,0.974,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject433",1,0.906,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject434",0,-0.027,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject436",1,1.021,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject439",0,-0.005,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject442",0,-0.035,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject449",0,-0.034,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject458",0,0.062,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject460",0,0.042,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject466",0,0.041,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject477",0,-0.026,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject481",1,0.957,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject488",0,0,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject490",0,0.001,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject493",1,0.979,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject494",1,0.998,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject495",1,0.945,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject498",1,0.997,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject500",1,1.021,"diablo-null","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"pat-1",0,0.255,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-2",1,0.671,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-4",1,0.496,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-8",1,0.148,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-9",0,0.385,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-10",1,0.401,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-12",0,0.523,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-13",1,0.485,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-15",0,0.523,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-21",0,0.081,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-22",1,0.345,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-23",1,0.41,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-25",1,0.316,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-29",1,0.34,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-30",1,0.512,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-32",0,0.282,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-35",1,0.512,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-36",1,0.76,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-38",0,0.479,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-39",1,0.446,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-41",1,0.718,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-42",0,0.372,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-45",1,0.504,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-47",1,0.251,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"pat-49",0,0.505,"diablo-null","sim-data_n-50_p-200_j-3_beta-30_s-39"
"subject6",0,0.036,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject10",1,0.972,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject11",1,0.94,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject15",1,0.947,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject17",0,0.004,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject19",1,0.98,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject22",1,1.001,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject23",1,0.951,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject26",1,0.947,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject34",1,0.978,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject36",0,0.032,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject39",0,0.004,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject44",1,0.973,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject48",1,0.949,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject54",0,0.011,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject60",1,0.978,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject61",0,-0.024,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject64",1,0.934,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject67",1,0.954,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject68",0,0.008,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject71",0,0.063,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject73",1,0.979,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject76",1,0.964,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject80",0,0.026,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject82",1,0.91,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject92",0,0.052,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject93",1,0.934,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject94",1,0.947,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject98",0,0.053,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject99",0,-0.008,"diablo-null","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"patient-1",0,0.485,"diablo-null","rosmap"
"patient-2",1,0.933,"diablo-null","rosmap"
"patient-3",1,0.606,"diablo-null","rosmap"
"patient-7",1,0.91,"diablo-null","rosmap"
"patient-8",0,0.334,"diablo-null","rosmap"
"patient-9",0,0.273,"diablo-null","rosmap"
"patient-10",1,0.543,"diablo-null","rosmap"
"patient-12",0,0.307,"diablo-null","rosmap"
"patient-13",1,0.577,"diablo-null","rosmap"
"patient-14",1,0.653,"diablo-null","rosmap"
"patient-16",1,0.443,"diablo-null","rosmap"
"patient-19",1,0.776,"diablo-null","rosmap"
"patient-21",0,0.476,"diablo-null","rosmap"
"patient-23",1,0.689,"diablo-null","rosmap"
"patient-25",1,0.51,"diablo-null","rosmap"
"patient-26",1,0.585,"diablo-null","rosmap"
"patient-27",1,0.992,"diablo-null","rosmap"
"patient-31",0,0.559,"diablo-null","rosmap"
"patient-32",1,0.669,"diablo-null","rosmap"
"patient-33",0,0.292,"diablo-null","rosmap"
"patient-35",1,0.252,"diablo-null","rosmap"
"patient-39",1,0.269,"diablo-null","rosmap"
"patient-40",0,0.446,"diablo-null","rosmap"
"patient-42",1,0.687,"diablo-null","rosmap"
"patient-43",1,0.631,"diablo-null","rosmap"
"patient-45",0,0.248,"diablo-null","rosmap"
"patient-49",0,0.271,"diablo-null","rosmap"
"patient-50",0,0.316,"diablo-null","rosmap"
"patient-52",1,0.298,"diablo-null","rosmap"
"patient-54",0,0.612,"diablo-null","rosmap"
"patient-56",0,0.233,"diablo-null","rosmap"
"patient-57",0,0.289,"diablo-null","rosmap"
"patient-59",1,0.836,"diablo-null","rosmap"
"patient-60",1,0.895,"diablo-null","rosmap"
"patient-65",0,0.449,"diablo-null","rosmap"
"patient-66",0,0.385,"diablo-null","rosmap"
"patient-68",0,0.459,"diablo-null","rosmap"
"patient-70",1,0.465,"diablo-null","rosmap"
"patient-72",1,0.605,"diablo-null","rosmap"
"patient-77",0,0.402,"diablo-null","rosmap"
"patient-79",0,0.395,"diablo-null","rosmap"
"patient-84",1,0.312,"diablo-null","rosmap"
"patient-85",0,0.548,"diablo-null","rosmap"
"patient-86",1,0.401,"diablo-null","rosmap"
"patient-87",0,0.595,"diablo-null","rosmap"
"patient-89",0,0.637,"diablo-null","rosmap"
"patient-90",0,0.219,"diablo-null","rosmap"
"patient-91",0,0.433,"diablo-null","rosmap"
"patient-92",1,0.29,"diablo-null","rosmap"
"patient-95",0,0.305,"diablo-null","rosmap"
"patient-96",0,0.269,"diablo-null","rosmap"
"patient-97",1,0.545,"diablo-null","rosmap"
"patient-100",1,0.882,"diablo-null","rosmap"
"patient-104",1,0.578,"diablo-null","rosmap"
"patient-105",1,0.718,"diablo-null","rosmap"
"patient-107",0,0.289,"diablo-null","rosmap"
"patient-108",0,0.216,"diablo-null","rosmap"
"patient-111",0,0.481,"diablo-null","rosmap"
"patient-113",0,0.216,"diablo-null","rosmap"
"patient-114",0,0.563,"diablo-null","rosmap"
"patient-115",0,0.484,"diablo-null","rosmap"
"patient-116",1,0.674,"diablo-null","rosmap"
"patient-117",1,0.822,"diablo-null","rosmap"
"patient-118",1,0.268,"diablo-null","rosmap"
"patient-119",0,0.417,"diablo-null","rosmap"
"patient-121",0,0.271,"diablo-null","rosmap"
"patient-122",1,0.459,"diablo-null","rosmap"
"patient-123",1,0.715,"diablo-null","rosmap"
"patient-127",1,0.568,"diablo-null","rosmap"
"patient-130",0,0.466,"diablo-null","rosmap"
"patient-132",1,0.559,"diablo-null","rosmap"
"patient-133",1,0.914,"diablo-null","rosmap"
"patient-137",0,0.583,"diablo-null","rosmap"
"patient-138",0,0.279,"diablo-null","rosmap"
"patient-139",1,0.503,"diablo-null","rosmap"
"patient-142",0,0.071,"diablo-null","rosmap"
"patient-146",1,0.617,"diablo-null","rosmap"
"patient-147",0,0.309,"diablo-null","rosmap"
"patient-148",0,0.32,"diablo-null","rosmap"
"patient-149",1,0.451,"diablo-null","rosmap"
"patient-154",1,0.566,"diablo-null","rosmap"
"patient-156",1,0.514,"diablo-null","rosmap"
"patient-158",0,0.381,"diablo-null","rosmap"
"patient-161",0,0.775,"diablo-null","rosmap"
"patient-162",1,0.426,"diablo-null","rosmap"
"patient-168",1,0.795,"diablo-null","rosmap"
"patient-171",1,0.64,"diablo-null","rosmap"
"patient-172",1,0.534,"diablo-null","rosmap"
"patient-175",0,0.519,"diablo-null","rosmap"
"patient-176",0,0.602,"diablo-null","rosmap"
"patient-177",1,0.673,"diablo-null","rosmap"
"patient-178",1,0.54,"diablo-null","rosmap"
"patient-180",1,0.676,"diablo-null","rosmap"
"patient-181",0,0.266,"diablo-null","rosmap"
"patient-183",1,0.415,"diablo-null","rosmap"
"patient-185",1,0.761,"diablo-null","rosmap"
"patient-188",1,0.403,"diablo-null","rosmap"
"patient-190",0,0.545,"diablo-null","rosmap"
"patient-191",1,0.407,"diablo-null","rosmap"
"patient-193",0,0.264,"diablo-null","rosmap"
"patient-194",1,0.615,"diablo-null","rosmap"
"patient-195",1,0.615,"diablo-null","rosmap"
"patient-199",1,0.621,"diablo-null","rosmap"
"patient-201",1,0.971,"diablo-null","rosmap"
"patient-202",1,0.649,"diablo-null","rosmap"
"patient-203",0,0.204,"diablo-null","rosmap"
"patient-205",0,0.194,"diablo-null","rosmap"
"patient-210",1,0.657,"diablo-null","rosmap"
"patient-211",1,0.311,"diablo-null","rosmap"
"patient-212",1,0.555,"diablo-null","rosmap"
"patient-214",1,0.947,"diablo-null","rosmap"
"patient-216",1,0.554,"diablo-null","rosmap"
"patient-218",0,0.392,"diablo-null","rosmap"
"patient-219",0,0.07,"diablo-null","rosmap"
"patient-220",1,1.174,"diablo-null","rosmap"
"patient-221",1,1.023,"diablo-null","rosmap"
"patient-224",1,0.212,"diablo-null","rosmap"
"patient-225",0,0.265,"diablo-null","rosmap"
"patient-228",1,0.795,"diablo-null","rosmap"
"patient-229",0,0.603,"diablo-null","rosmap"
"patient-231",1,0.745,"diablo-null","rosmap"
"patient-232",1,0.892,"diablo-null","rosmap"
"patient-236",0,0.537,"diablo-null","rosmap"
"patient-238",1,0.195,"diablo-null","rosmap"
"patient-239",0,-0.05,"diablo-null","rosmap"
"patient-240",0,0.527,"diablo-null","rosmap"
"patient-241",0,0.382,"diablo-null","rosmap"
"patient-242",1,0.325,"diablo-null","rosmap"
"patient-243",0,0.409,"diablo-null","rosmap"
"patient-244",1,0.346,"diablo-null","rosmap"
"patient-245",1,0.532,"diablo-null","rosmap"
"patient-248",0,0.353,"diablo-null","rosmap"
"patient-249",0,0.368,"diablo-null","rosmap"
"patient-256",0,0.604,"diablo-null","rosmap"
"patient-257",1,0.693,"diablo-null","rosmap"
"patient-260",0,0.475,"diablo-null","rosmap"
"patient-264",1,1.034,"diablo-null","rosmap"
"patient-266",0,0.309,"diablo-null","rosmap"
"patient-267",1,0.783,"diablo-null","rosmap"
"patient-270",1,0.716,"diablo-null","rosmap"
"patient-273",0,0.434,"diablo-null","rosmap"
"patient-275",0,0.53,"diablo-null","rosmap"
"patient-276",1,0.816,"diablo-null","rosmap"
"patient-280",1,0.373,"diablo-null","rosmap"
"patient-281",1,0.687,"diablo-null","rosmap"
"patient-283",1,0.639,"diablo-null","rosmap"
"patient-288",0,0.291,"diablo-null","rosmap"
"patient-290",0,0.506,"diablo-null","rosmap"
"patient-291",0,0.446,"diablo-null","rosmap"
"patient-292",0,0.359,"diablo-null","rosmap"
"patient-293",0,0.433,"diablo-null","rosmap"
"patient-298",0,0.298,"diablo-null","rosmap"
"patient-300",0,0.312,"diablo-null","rosmap"
"patient-301",0,0.198,"diablo-null","rosmap"
"patient-305",1,0.419,"diablo-null","rosmap"
"patient-310",0,0.396,"diablo-null","rosmap"
"patient-312",0,-0.036,"diablo-null","rosmap"
"patient-313",1,0.548,"diablo-null","rosmap"
"patient-316",1,0.365,"diablo-null","rosmap"
"patient-317",1,0.835,"diablo-null","rosmap"
"patient-320",0,0.499,"diablo-null","rosmap"
"patient-321",1,0.658,"diablo-null","rosmap"
"patient-324",0,0.384,"diablo-null","rosmap"
"patient-325",1,0.704,"diablo-null","rosmap"
"patient-326",0,0.409,"diablo-null","rosmap"
"patient-333",1,0.409,"diablo-null","rosmap"
"patient-335",0,0.243,"diablo-null","rosmap"
"patient-338",0,0.578,"diablo-null","rosmap"
"patient-339",0,0.562,"diablo-null","rosmap"
"patient-341",1,0.516,"diablo-null","rosmap"
"patient-342",0,0.329,"diablo-null","rosmap"
"patient-344",1,0.581,"diablo-null","rosmap"
"patient-348",0,0.063,"diablo-null","rosmap"
"patient-349",0,0.109,"diablo-null","rosmap"
"patient-351",1,0.608,"diablo-null","rosmap"
"subject1",0,0.062,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject3",1,0.891,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject7",0,0.075,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject9",0,0.08,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject14",1,0.955,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject15",1,0.952,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject17",1,0.968,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject24",1,0.955,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject26",0,0.094,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject34",0,0.062,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject37",1,0.972,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject40",1,0.957,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject42",0,0.081,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject45",0,0.049,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject49",0,0.065,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"TCGA.2F.A9KT",0,0.736,"diablo-null","tcga-blca"
"TCGA.4Z.AA84",1,0.904,"diablo-null","tcga-blca"
"TCGA.BT.A20N",1,1.008,"diablo-null","tcga-blca"
"TCGA.BT.A20T",1,0.852,"diablo-null","tcga-blca"
"TCGA.BT.A2LD",1,0.799,"diablo-null","tcga-blca"
"TCGA.BT.A42C",0,0.573,"diablo-null","tcga-blca"
"TCGA.C4.A0EZ",1,0.68,"diablo-null","tcga-blca"
"TCGA.C4.A0F7",1,0.798,"diablo-null","tcga-blca"
"TCGA.CF.A9FL",1,0.626,"diablo-null","tcga-blca"
"TCGA.CU.A0YN",1,0.605,"diablo-null","tcga-blca"
"TCGA.DK.A1A5",0,0.965,"diablo-null","tcga-blca"
"TCGA.DK.A1AB",1,0.934,"diablo-null","tcga-blca"
"TCGA.DK.A3IN",1,0.777,"diablo-null","tcga-blca"
"TCGA.DK.A3IT",1,0.802,"diablo-null","tcga-blca"
"TCGA.DK.A3IV",0,0.434,"diablo-null","tcga-blca"
"TCGA.DK.A6AW",0,0.421,"diablo-null","tcga-blca"
"TCGA.DK.A6B0",0,0.2,"diablo-null","tcga-blca"
"TCGA.DK.AA6L",1,0.751,"diablo-null","tcga-blca"
"TCGA.DK.AA6R",1,0.759,"diablo-null","tcga-blca"
"TCGA.DK.AA74",1,0.756,"diablo-null","tcga-blca"
"TCGA.DK.AA75",1,0.825,"diablo-null","tcga-blca"
"TCGA.DK.AA77",0,0.508,"diablo-null","tcga-blca"
"TCGA.E7.A541",0,0.764,"diablo-null","tcga-blca"
"TCGA.FD.A3NA",0,0.678,"diablo-null","tcga-blca"
"TCGA.FD.A3SL",1,0.971,"diablo-null","tcga-blca"
"TCGA.FD.A3SN",1,0.82,"diablo-null","tcga-blca"
"TCGA.FD.A3SS",1,0.929,"diablo-null","tcga-blca"
"TCGA.FD.A43X",0,0.328,"diablo-null","tcga-blca"
"TCGA.FD.A5BR",0,0.697,"diablo-null","tcga-blca"
"TCGA.FD.A5BS",1,0.676,"diablo-null","tcga-blca"
"TCGA.FD.A5C0",1,0.812,"diablo-null","tcga-blca"
"TCGA.FD.A6TB",1,0.799,"diablo-null","tcga-blca"
"TCGA.FD.A6TE",1,0.742,"diablo-null","tcga-blca"
"TCGA.FD.A6TH",1,1.063,"diablo-null","tcga-blca"
"TCGA.FJ.A3Z7",1,0.875,"diablo-null","tcga-blca"
"TCGA.G2.A2ES",0,0.599,"diablo-null","tcga-blca"
"TCGA.G2.A3VY",0,0.735,"diablo-null","tcga-blca"
"TCGA.GC.A3BM",0,0.439,"diablo-null","tcga-blca"
"TCGA.GC.A3WC",1,0.697,"diablo-null","tcga-blca"
"TCGA.GU.A763",1,0.333,"diablo-null","tcga-blca"
"TCGA.GV.A3JZ",1,0.92,"diablo-null","tcga-blca"
"TCGA.GV.A3QF",1,0.657,"diablo-null","tcga-blca"
"TCGA.GV.A3QG",1,0.984,"diablo-null","tcga-blca"
"TCGA.GV.A3QK",1,0.492,"diablo-null","tcga-blca"
"TCGA.GV.A40E",0,0.719,"diablo-null","tcga-blca"
"TCGA.GV.A40G",0,0.816,"diablo-null","tcga-blca"
"TCGA.K4.A3WU",1,0.833,"diablo-null","tcga-blca"
"TCGA.K4.A4AB",1,0.796,"diablo-null","tcga-blca"
"TCGA.K4.A4AC",0,0.656,"diablo-null","tcga-blca"
"TCGA.K4.A54R",0,0.778,"diablo-null","tcga-blca"
"TCGA.KQ.A41O",1,0.592,"diablo-null","tcga-blca"
"TCGA.KQ.A41P",1,0.807,"diablo-null","tcga-blca"
"TCGA.R3.A69X",1,0.779,"diablo-null","tcga-blca"
"TCGA.S5.A6DX",1,0.64,"diablo-null","tcga-blca"
"TCGA.XF.A8HF",1,0.852,"diablo-null","tcga-blca"
"TCGA.XF.A9SJ",1,0.972,"diablo-null","tcga-blca"
"TCGA.XF.A9SK",1,0.94,"diablo-null","tcga-blca"
"TCGA.XF.A9SM",1,0.769,"diablo-null","tcga-blca"
"TCGA.XF.A9SV",1,0.853,"diablo-null","tcga-blca"
"TCGA.XF.A9SW",1,0.966,"diablo-null","tcga-blca"
"TCGA.XF.A9SY",1,0.654,"diablo-null","tcga-blca"
"TCGA.XF.A9T2",1,0.726,"diablo-null","tcga-blca"
"TCGA.XF.A9T5",1,0.63,"diablo-null","tcga-blca"
"TCGA.XF.A9T6",1,0.664,"diablo-null","tcga-blca"
"TCGA.XF.A9T8",1,0.643,"diablo-null","tcga-blca"
"TCGA.XF.AAML",0,0.735,"diablo-null","tcga-blca"
"TCGA.XF.AAMQ",0,0.671,"diablo-null","tcga-blca"
"TCGA.XF.AAMY",1,0.911,"diablo-null","tcga-blca"
"TCGA.XF.AAN3",1,0.814,"diablo-null","tcga-blca"
"TCGA.XF.AAN8",1,0.794,"diablo-null","tcga-blca"
"TCGA.YC.A8S6",0,0.554,"diablo-null","tcga-blca"
"TCGA.ZF.AA4T",1,0.806,"diablo-null","tcga-blca"
"TCGA.ZF.AA5P",1,0.882,"diablo-null","tcga-blca"
"TCGA.2F.A9KQ",1,0.554,"diablo-null","tcga-blca"
"TCGA.4Z.AA7R",1,0.867,"diablo-null","tcga-blca"
"TCGA.4Z.AA7W",0,0.638,"diablo-null","tcga-blca"
"TCGA.4Z.AA80",0,0.673,"diablo-null","tcga-blca"
"TCGA.4Z.AA81",0,0.601,"diablo-null","tcga-blca"
"TCGA.4Z.AA82",1,0.748,"diablo-null","tcga-blca"
"TCGA.4Z.AA83",0,0.313,"diablo-null","tcga-blca"
"TCGA.4Z.AA86",1,0.751,"diablo-null","tcga-blca"
"TCGA.4Z.AA87",1,0.836,"diablo-null","tcga-blca"
"TCGA.BL.A3JM",1,0.845,"diablo-null","tcga-blca"
"TCGA.BT.A0YX",1,0.622,"diablo-null","tcga-blca"
"TCGA.BT.A20X",1,0.852,"diablo-null","tcga-blca"
"TCGA.BT.A2LA",1,0.731,"diablo-null","tcga-blca"
"TCGA.BT.A2LB",1,0.606,"diablo-null","tcga-blca"
"TCGA.BT.A3PH",1,0.771,"diablo-null","tcga-blca"
"TCGA.C4.A0F0",0,0.87,"diablo-null","tcga-blca"
"TCGA.C4.A0F1",1,0.909,"diablo-null","tcga-blca"
"TCGA.CF.A1HR",1,0.676,"diablo-null","tcga-blca"
"TCGA.CF.A27C",1,0.199,"diablo-null","tcga-blca"
"TCGA.CF.A3MF",1,0.19,"diablo-null","tcga-blca"
"TCGA.CF.A47S",0,0.168,"diablo-null","tcga-blca"
"TCGA.CF.A47W",0,0.165,"diablo-null","tcga-blca"
"TCGA.CF.A8HX",0,0.301,"diablo-null","tcga-blca"
"TCGA.CF.A9FH",0,0.164,"diablo-null","tcga-blca"
"TCGA.DK.A1AF",1,0.871,"diablo-null","tcga-blca"
"TCGA.DK.A2I1",0,0.875,"diablo-null","tcga-blca"
"TCGA.DK.A3IK",1,0.774,"diablo-null","tcga-blca"
"TCGA.DK.A3IL",1,0.769,"diablo-null","tcga-blca"
"TCGA.DK.A3IM",1,0.575,"diablo-null","tcga-blca"
"TCGA.DK.A3WX",1,0.406,"diablo-null","tcga-blca"
"TCGA.DK.AA6P",0,0.555,"diablo-null","tcga-blca"
"TCGA.DK.AA6Q",1,0.612,"diablo-null","tcga-blca"
"TCGA.DK.AA76",0,0.526,"diablo-null","tcga-blca"
"TCGA.E5.A2PC",1,0.767,"diablo-null","tcga-blca"
"TCGA.E5.A4U1",0,0.379,"diablo-null","tcga-blca"
"TCGA.E7.A4XJ",0,0.412,"diablo-null","tcga-blca"
"TCGA.E7.A678",1,0.068,"diablo-null","tcga-blca"
"TCGA.E7.A6MD",1,1.013,"diablo-null","tcga-blca"
"TCGA.E7.A6ME",0,0.746,"diablo-null","tcga-blca"
"TCGA.E7.A6MF",0,0.302,"diablo-null","tcga-blca"
"TCGA.E7.A7PW",1,0.618,"diablo-null","tcga-blca"
"TCGA.E7.A7XN",1,0.56,"diablo-null","tcga-blca"
"TCGA.E7.A85H",1,0.862,"diablo-null","tcga-blca"
"TCGA.E7.A97P",0,0.588,"diablo-null","tcga-blca"
"TCGA.FD.A3B5",1,0.686,"diablo-null","tcga-blca"
"TCGA.FD.A3B8",0,0.763,"diablo-null","tcga-blca"
"TCGA.FD.A3SO",1,0.787,"diablo-null","tcga-blca"
